0,1,2,3
,singular,,plural
nominative,տի ‎(ti),տիք ‎(tikʿ),
genitive,տիոյ ‎(tioy),տիոց ‎(tiocʿ),
dative,տիոյ ‎(tioy),տիոց ‎(tiocʿ),
accusative,տի ‎(ti),տիս ‎(tis),
ablative,տիոյ ‎(tioy),տիոց ‎(tiocʿ),
instrumental,տիով ‎(tiov),տիովք ‎(tiovkʿ),
locative,տի ‎(ti),տիս ‎(tis),
The genitive-dative-ablative plural can be տից ‎(ticʿ) and instrumental plural can be տիօք ‎(tiōkʿ).,,,
անտի ‎(anti)  անտիական ‎(antiakan)  անտիութիւն ‎(antiutʿiwn)  անտիս ‎(antis),,բազմատի ‎(bazmati)  համատիք ‎(hamatikʿ)  նորատիք ‎(noratikʿ),
