0,1
,singular (uncountable)
nominative,թագուստ ‎(tʿagust)
genitive,թագստեան ‎(tʿagstean)
dative,թագստեան ‎(tʿagstean)
accusative,թագուստ ‎(tʿagust)
ablative,թագստենէ ‎(tʿagstenē)
instrumental,թագստեամբ ‎(tʿagsteamb)
locative,թագստեան ‎(tʿagstean)
,singular (uncountable)
nominative,թագուստ ‎(tʿagust)
genitive,թագստի ‎(tʿagsti)
dative,թագստի ‎(tʿagsti)
accusative,թագուստ ‎(tʿagust)
ablative,թագստէ ‎(tʿagstē)
instrumental,թագստիւ ‎(tʿagstiw)
locative,թագստի ‎(tʿagsti)
