0,1,2,3
,singular,,plural
nominative,օթեվան ‎(ōtʿevan),օթեվանք ‎(ōtʿevankʿ),
genitive,օթեվանի ‎(ōtʿevani),օթեվանաց ‎(ōtʿevanacʿ),
dative,օթեվանի ‎(ōtʿevani),օթեվանաց ‎(ōtʿevanacʿ),
accusative,օթեվան ‎(ōtʿevan),օթեվանս ‎(ōtʿevans),
ablative,օթեվանէ ‎(ōtʿevanē),օթեվանաց ‎(ōtʿevanacʿ),
instrumental,օթեվանաւ ‎(ōtʿevanaw),օթեվանօք ‎(ōtʿevanōkʿ),
locative,օթեվանի ‎(ōtʿevani),օթեվանս ‎(ōtʿevans),
,singular,,plural
nominative,օթեվան ‎(ōtʿevan),օթեվանք ‎(ōtʿevankʿ),
genitive,օթեվանի ‎(ōtʿevani),օթեվանից ‎(ōtʿevanicʿ),
dative,օթեվանի ‎(ōtʿevani),օթեվանից ‎(ōtʿevanicʿ),
accusative,օթեվան ‎(ōtʿevan),օթեվանս ‎(ōtʿevans),
ablative,օթեվանէ ‎(ōtʿevanē),օթեվանից ‎(ōtʿevanicʿ),
instrumental,օթեվանիւ ‎(ōtʿevaniw),օթեվանիւք ‎(ōtʿevaniwkʿ),
locative,օթեվանի ‎(ōtʿevani),օթեվանս ‎(ōtʿevans),
