0,1,2,3,4,5,6
Audio,,(file),,,,
,singular,plural,,,,
nominative,չաղ ‎(čʿał),չաղեր ‎(čʿałer),,,,
dative,չաղի ‎(čʿałi),չաղերի ‎(čʿałeri),,,,
ablative,չաղից ‎(čʿałicʿ),չաղերից ‎(čʿałericʿ),,,,
instrumental,չաղով ‎(čʿałov),չաղերով ‎(čʿałerov),,,,
locative,—,—,,,,
,definite forms,,,,,
nominative,չաղը/չաղն ‎(čʿałə/čʿałn),չաղերը/չաղերն ‎(čʿałerə/čʿałern),,,,
dative,չաղին ‎(čʿałin),չաղերին ‎(čʿałerin),,,,
,1st person possessive forms (my),,,,,
nominative,չաղս ‎(čʿałs),չաղերս ‎(čʿałers),,,,
dative,չաղիս ‎(čʿałis),չաղերիս ‎(čʿałeris),,,,
ablative,չաղիցս ‎(čʿałicʿs),չաղերիցս ‎(čʿałericʿs),,,,
instrumental,չաղովս ‎(čʿałovs),չաղերովս ‎(čʿałerovs),,,,
locative,—,—,,,,
,2nd person possessive forms (your),,,,,
nominative,չաղդ ‎(čʿałd),չաղերդ ‎(čʿałerd),,,,
dative,չաղիդ ‎(čʿałid),չաղերիդ ‎(čʿałerid),,,,
ablative,չաղիցդ ‎(čʿałicʿd),չաղերիցդ ‎(čʿałericʿd),,,,
instrumental,չաղովդ ‎(čʿałovd),չաղերովդ ‎(čʿałerovd),,,,
locative,—,—,,,,
չաղլիկ ‎(čʿałlik),,չաղո ‎(čʿało),,չաղություն ‎(čʿałutʿyun),,
