0,1,2,3,4,5,6
,singular,plural,,,,
1st person,2nd person,3rd person,1st person,2nd person,3rd person,
present,ունեմ (unem),ունես (unes),ունի (uni),ունենք (unenkʿ),ունեք (unekʿ),ունեն (unen)
imperfective,ունեի (unei),ունեիր (uneir),ուներ (uner),ունեինք (uneinkʿ),ունեիք (uneikʿ),ունեին (unein)
More complex tenses are formed with the verb ունենալ ‎(unenal),,,,,,
