0,1
,plural only (plurale tantum)
nominative,յոքունք ‎(yokʿunkʿ)
genitive,յոքունց ‎(yokʿuncʿ)
dative,յոքունց ‎(yokʿuncʿ)
accusative,յոքունս ‎(yokʿuns)
ablative,յոքունց ‎(yokʿuncʿ)
instrumental,յոքումբք ‎(yokʿumbkʿ)
locative,յոքունս ‎(yokʿuns)
