0,1,2,3,4,5,6
քարփինչ ‎(kʿarpʿinčʿ)  քարփինջ ‎(kʿarpʿinǰ),,քարփիճ ‎(kʿarpʿič)  քարփիչ ‎(kʿarpʿičʿ),,քարփիջ ‎(kʿarpʿiǰ)  քարփուջ ‎(kʿarpʿuǰ),,քյարփիչ ‎(kʿyarpʿičʿ)
,singular,plural,,,,
nominative,քյարփինջ ‎(kʿyarpʿinǰ),քյարփինջներ ‎(kʿyarpʿinǰner),,,,
dative,քյարփինջի ‎(kʿyarpʿinǰi),քյարփինջների ‎(kʿyarpʿinǰneri),,,,
ablative,քյարփինջից ‎(kʿyarpʿinǰicʿ),քյարփինջներից ‎(kʿyarpʿinǰnericʿ),,,,
instrumental,քյարփինջով ‎(kʿyarpʿinǰov),քյարփինջներով ‎(kʿyarpʿinǰnerov),,,,
locative,քյարփինջում ‎(kʿyarpʿinǰum),քյարփինջներում ‎(kʿyarpʿinǰnerum),,,,
,definite forms,,,,,
nominative,քյարփինջը/քյարփինջն ‎(kʿyarpʿinǰə/kʿyarpʿinǰn),քյարփինջները/քյարփինջներն ‎(kʿyarpʿinǰnerə/kʿyarpʿinǰnern),,,,
dative,քյարփինջին ‎(kʿyarpʿinǰin),քյարփինջներին ‎(kʿyarpʿinǰnerin),,,,
,1st person possessive forms (my),,,,,
nominative,քյարփինջս ‎(kʿyarpʿinǰs),քյարփինջներս ‎(kʿyarpʿinǰners),,,,
dative,քյարփինջիս ‎(kʿyarpʿinǰis),քյարփինջներիս ‎(kʿyarpʿinǰneris),,,,
ablative,քյարփինջիցս ‎(kʿyarpʿinǰicʿs),քյարփինջներիցս ‎(kʿyarpʿinǰnericʿs),,,,
instrumental,քյարփինջովս ‎(kʿyarpʿinǰovs),քյարփինջներովս ‎(kʿyarpʿinǰnerovs),,,,
locative,քյարփինջումս ‎(kʿyarpʿinǰums),քյարփինջներումս ‎(kʿyarpʿinǰnerums),,,,
,2nd person possessive forms (your),,,,,
nominative,քյարփինջդ ‎(kʿyarpʿinǰd),քյարփինջներդ ‎(kʿyarpʿinǰnerd),,,,
dative,քյարփինջիդ ‎(kʿyarpʿinǰid),քյարփինջներիդ ‎(kʿyarpʿinǰnerid),,,,
ablative,քյարփինջիցդ ‎(kʿyarpʿinǰicʿd),քյարփինջներիցդ ‎(kʿyarpʿinǰnericʿd),,,,
instrumental,քյարփինջովդ ‎(kʿyarpʿinǰovd),քյարփինջներովդ ‎(kʿyarpʿinǰnerovd),,,,
locative,քյարփինջումդ ‎(kʿyarpʿinǰumd),քյարփինջներումդ ‎(kʿyarpʿinǰnerumd),,,,
