0,1,2
,singular,plural
nominative,փտած ‎(pʿtac),փտածներ ‎(pʿtacner)
dative,փտածի ‎(pʿtaci),փտածների ‎(pʿtacneri)
ablative,փտածից ‎(pʿtacicʿ),փտածներից ‎(pʿtacnericʿ)
instrumental,փտածով ‎(pʿtacov),փտածներով ‎(pʿtacnerov)
locative,փտածում ‎(pʿtacum),փտածներում ‎(pʿtacnerum)
,definite forms,
nominative,փտածը/փտածն ‎(pʿtacə/pʿtacn),փտածները/փտածներն ‎(pʿtacnerə/pʿtacnern)
dative,փտածին ‎(pʿtacin),փտածներին ‎(pʿtacnerin)
,1st person possessive forms (my),
nominative,փտածս ‎(pʿtacs),փտածներս ‎(pʿtacners)
dative,փտածիս ‎(pʿtacis),փտածներիս ‎(pʿtacneris)
ablative,փտածիցս ‎(pʿtacicʿs),փտածներիցս ‎(pʿtacnericʿs)
instrumental,փտածովս ‎(pʿtacovs),փտածներովս ‎(pʿtacnerovs)
locative,փտածումս ‎(pʿtacums),փտածներումս ‎(pʿtacnerums)
,2nd person possessive forms (your),
nominative,փտածդ ‎(pʿtacd),փտածներդ ‎(pʿtacnerd)
dative,փտածիդ ‎(pʿtacid),փտածներիդ ‎(pʿtacnerid)
ablative,փտածիցդ ‎(pʿtacicʿd),փտածներիցդ ‎(pʿtacnericʿd)
instrumental,փտածովդ ‎(pʿtacovd),փտածներովդ ‎(pʿtacnerovd)
locative,փտածումդ ‎(pʿtacumd),փտածներումդ ‎(pʿtacnerumd)
