0,1,2
,singular (singulare tantum),
nominative,ֆրիուլերեն ‎(friuleren),
dative,ֆրիուլերենի ‎(friulereni),
ablative,ֆրիուլերենից ‎(friulerenicʿ),
instrumental,ֆրիուլերենով ‎(friulerenov),
locative,ֆրիուլերենում ‎(friulerenum),
,definite forms,
nominative,ֆրիուլերենը/ֆրիուլերենն ‎(friulerenə/friulerenn),
dative,ֆրիուլերենին ‎(friulerenin),
,1st person possessive forms (my),
nominative,ֆրիուլերենս ‎(friulerens),
dative,ֆրիուլերենիս ‎(friulerenis),
ablative,ֆրիուլերենիցս ‎(friulerenicʿs),
instrumental,ֆրիուլերենովս ‎(friulerenovs),
locative,ֆրիուլերենումս ‎(friulerenums),
,2nd person possessive forms (your),
nominative,ֆրիուլերենդ ‎(friulerend),
dative,ֆրիուլերենիդ ‎(friulerenid),
ablative,ֆրիուլերենիցդ ‎(friulerenicʿd),
instrumental,ֆրիուլերենովդ ‎(friulerenovd),
locative,ֆրիուլերենումդ ‎(friulerenumd),
,singular,plural
nominative,ֆրիուլերեն ‎(friuleren),ֆրիուլերեններ ‎(friulerenner)
dative,ֆրիուլերենի ‎(friulereni),ֆրիուլերենների ‎(friulerenneri)
ablative,ֆրիուլերենից ‎(friulerenicʿ),ֆրիուլերեններից ‎(friulerennericʿ)
instrumental,ֆրիուլերենով ‎(friulerenov),ֆրիուլերեններով ‎(friulerennerov)
locative,ֆրիուլերենում ‎(friulerenum),ֆրիուլերեններում ‎(friulerennerum)
,definite forms,
nominative,ֆրիուլերենը/ֆրիուլերենն ‎(friulerenə/friulerenn),ֆրիուլերենները/ֆրիուլերեններն ‎(friulerennerə/friulerennern)
dative,ֆրիուլերենին ‎(friulerenin),ֆրիուլերեններին ‎(friulerennerin)
,1st person possessive forms (my),
nominative,ֆրիուլերենս ‎(friulerens),ֆրիուլերեններս ‎(friulerenners)
dative,ֆրիուլերենիս ‎(friulerenis),ֆրիուլերեններիս ‎(friulerenneris)
ablative,ֆրիուլերենիցս ‎(friulerenicʿs),ֆրիուլերեններիցս ‎(friulerennericʿs)
instrumental,ֆրիուլերենովս ‎(friulerenovs),ֆրիուլերեններովս ‎(friulerennerovs)
locative,ֆրիուլերենումս ‎(friulerenums),ֆրիուլերեններումս ‎(friulerennerums)
,2nd person possessive forms (your),
nominative,ֆրիուլերենդ ‎(friulerend),ֆրիուլերեններդ ‎(friulerennerd)
dative,ֆրիուլերենիդ ‎(friulerenid),ֆրիուլերեններիդ ‎(friulerennerid)
ablative,ֆրիուլերենիցդ ‎(friulerenicʿd),ֆրիուլերեններիցդ ‎(friulerennericʿd)
instrumental,ֆրիուլերենովդ ‎(friulerenovd),ֆրիուլերեններովդ ‎(friulerennerovd)
locative,ֆրիուլերենումդ ‎(friulerenumd),ֆրիուլերեններումդ ‎(friulerennerumd)
