0,1,2,3,4,5,6,7
infinitive,օրհնել ‎(ōrhnel),imperfective converb,օրհնում ‎(ōrhnum),,,,
passive,օրհնվել ‎(ōrhnvel),simultaneous converb,օրհնելիս ‎(ōrhnelis),,,,
causative,—,perfective converb,օրհնել ‎(ōrhnel),,,,
aorist stem,օրհն- ‎(ōrhn-),future converb I,օրհնելու ‎(ōrhnelu),,,,
resultative participle,օրհնած ‎(ōrhnac),future converb II,օրհնելիք ‎(ōrhnelikʿ),,,,
subject participle,օրհնող ‎(ōrhnoł),connegative converb,օրհնի ‎(ōrhni),,,,
person,singular,plural,,,,,
1st person,2nd person,3rd person,1st person,2nd person,3rd person,,
indicative,,ես,դու,նա,մենք,դուք,նրանք
present,օրհնում եմ ‎(ōrhnum em),օրհնում ես ‎(ōrhnum es),օրհնում է ‎(ōrhnum ē),օրհնում ենք ‎(ōrhnum enkʿ),օրհնում եք ‎(ōrhnum ekʿ),օրհնում են ‎(ōrhnum en),
imperfect,օրհնում էի ‎(ōrhnum ēi),օրհնում էիր ‎(ōrhnum ēir),օրհնում էր ‎(ōrhnum ēr),օրհնում էինք ‎(ōrhnum ēinkʿ),օրհնում էիք ‎(ōrhnum ēikʿ),օրհնում էին ‎(ōrhnum ēin),
future,օրհնելու եմ ‎(ōrhnelu em),օրհնելու ես ‎(ōrhnelu es),օրհնելու է ‎(ōrhnelu ē),օրհնելու ենք ‎(ōrhnelu enkʿ),օրհնելու եք ‎(ōrhnelu ekʿ),օրհնելու են ‎(ōrhnelu en),
future perfect,օրհնելու էի ‎(ōrhnelu ēi),օրհնելու էիր ‎(ōrhnelu ēir),օրհնելու էր ‎(ōrhnelu ēr),օրհնելու էինք ‎(ōrhnelu ēinkʿ),օրհնելու էիք ‎(ōrhnelu ēikʿ),օրհնելու էին ‎(ōrhnelu ēin),
present perfect,օրհնել եմ ‎(ōrhnel em),օրհնել ես ‎(ōrhnel es),օրհնել է ‎(ōrhnel ē),օրհնել ենք ‎(ōrhnel enkʿ),օրհնել եք ‎(ōrhnel ekʿ),օրհնել են ‎(ōrhnel en),
