0,1,2,3,4,5,6
Audio,,(file),,,,
Audio (West Armenian),,(file),,,,
,singular,plural,,,,
nominative,բույս ‎(buys),բույսեր ‎(buyser),,,,
dative,բույսի ‎(buysi),բույսերի ‎(buyseri),,,,
ablative,բույսից ‎(buysicʿ),բույսերից ‎(buysericʿ),,,,
instrumental,բույսով ‎(buysov),բույսերով ‎(buyserov),,,,
locative,բույսում ‎(buysum),բույսերում ‎(buyserum),,,,
,definite forms,,,,,
nominative,բույսը/բույսն ‎(buysə/buysn),բույսերը/բույսերն ‎(buyserə/buysern),,,,
dative,բույսին ‎(buysin),բույսերին ‎(buyserin),,,,
,1st person possessive forms (my),,,,,
nominative,բույսս ‎(buyss),բույսերս ‎(buysers),,,,
dative,բույսիս ‎(buysis),բույսերիս ‎(buyseris),,,,
ablative,բույսիցս ‎(buysicʿs),բույսերիցս ‎(buysericʿs),,,,
instrumental,բույսովս ‎(buysovs),բույսերովս ‎(buyserovs),,,,
locative,բույսումս ‎(buysums),բույսերումս ‎(buyserums),,,,
,2nd person possessive forms (your),,,,,
nominative,բույսդ ‎(buysd),բույսերդ ‎(buyserd),,,,
dative,բույսիդ ‎(buysid),բույսերիդ ‎(buyserid),,,,
ablative,բույսիցդ ‎(buysicʿd),բույսերիցդ ‎(buysericʿd),,,,
instrumental,բույսովդ ‎(buysovd),բույսերովդ ‎(buyserovd),,,,
locative,բույսումդ ‎(buysumd),բույսերումդ ‎(buyserumd),,,,
բուսնել ‎(busnel),,,,,,
