0,1,2
,singular,plural
nominative,մտածող ‎(mtacoł),մտածողներ ‎(mtacołner)
dative,մտածողի ‎(mtacołi),մտածողների ‎(mtacołneri)
ablative,մտածողից ‎(mtacołicʿ),մտածողներից ‎(mtacołnericʿ)
instrumental,մտածողով ‎(mtacołov),մտածողներով ‎(mtacołnerov)
locative,մտածողում ‎(mtacołum),մտածողներում ‎(mtacołnerum)
,definite forms,
nominative,մտածողը/մտածողն ‎(mtacołə/mtacołn),մտածողները/մտածողներն ‎(mtacołnerə/mtacołnern)
dative,մտածողին ‎(mtacołin),մտածողներին ‎(mtacołnerin)
,1st person possessive forms (my),
nominative,մտածողս ‎(mtacołs),մտածողներս ‎(mtacołners)
dative,մտածողիս ‎(mtacołis),մտածողներիս ‎(mtacołneris)
ablative,մտածողիցս ‎(mtacołicʿs),մտածողներիցս ‎(mtacołnericʿs)
instrumental,մտածողովս ‎(mtacołovs),մտածողներովս ‎(mtacołnerovs)
locative,մտածողումս ‎(mtacołums),մտածողներումս ‎(mtacołnerums)
,2nd person possessive forms (your),
nominative,մտածողդ ‎(mtacołd),մտածողներդ ‎(mtacołnerd)
dative,մտածողիդ ‎(mtacołid),մտածողներիդ ‎(mtacołnerid)
ablative,մտածողիցդ ‎(mtacołicʿd),մտածողներիցդ ‎(mtacołnericʿd)
instrumental,մտածողովդ ‎(mtacołovd),մտածողներովդ ‎(mtacołnerovd)
locative,մտածողումդ ‎(mtacołumd),մտածողներումդ ‎(mtacołnerumd)
,singular,plural
nominative,մտածող ‎(mtacoł),մտածողներ ‎(mtacołner)
dative,մտածողի ‎(mtacołi),մտածողների ‎(mtacołneri)
ablative,մտածողից ‎(mtacołicʿ),մտածողներից ‎(mtacołnericʿ)
instrumental,մտածողով ‎(mtacołov),մտածողներով ‎(mtacołnerov)
locative,—,—
,definite forms,
nominative,մտածողը/մտածողն ‎(mtacołə/mtacołn),մտածողները/մտածողներն ‎(mtacołnerə/mtacołnern)
dative,մտածողին ‎(mtacołin),մտածողներին ‎(mtacołnerin)
,1st person possessive forms (my),
nominative,մտածողս ‎(mtacołs),մտածողներս ‎(mtacołners)
dative,մտածողիս ‎(mtacołis),մտածողներիս ‎(mtacołneris)
ablative,մտածողիցս ‎(mtacołicʿs),մտածողներիցս ‎(mtacołnericʿs)
instrumental,մտածողովս ‎(mtacołovs),մտածողներովս ‎(mtacołnerovs)
locative,—,—
,2nd person possessive forms (your),
nominative,մտածողդ ‎(mtacołd),մտածողներդ ‎(mtacołnerd)
dative,մտածողիդ ‎(mtacołid),մտածողներիդ ‎(mtacołnerid)
ablative,մտածողիցդ ‎(mtacołicʿd),մտածողներիցդ ‎(mtacołnericʿd)
instrumental,մտածողովդ ‎(mtacołovd),մտածողներովդ ‎(mtacołnerovd)
locative,—,—
