0,1,2
Audio,,(file)
,singular,plural
nominative,սուրբ ‎(surb),սրբեր ‎(srber)
dative,սրբի ‎(srbi),սրբերի ‎(srberi)
ablative,սրբից ‎(srbicʿ),սրբերից ‎(srbericʿ)
instrumental,սրբով ‎(srbov),սրբերով ‎(srberov)
locative,սրբում ‎(srbum),սրբերում ‎(srberum)
,definite forms,
nominative,սուրբը/սուրբն ‎(surbə/surbn),սրբերը/սրբերն ‎(srberə/srbern)
dative,սրբին ‎(srbin),սրբերին ‎(srberin)
,1st person possessive forms (my),
nominative,սուրբս ‎(surbs),սրբերս ‎(srbers)
dative,սրբիս ‎(srbis),սրբերիս ‎(srberis)
ablative,սրբիցս ‎(srbicʿs),սրբերիցս ‎(srbericʿs)
instrumental,սրբովս ‎(srbovs),սրբերովս ‎(srberovs)
locative,սրբումս ‎(srbums),սրբերումս ‎(srberums)
,2nd person possessive forms (your),
nominative,սուրբդ ‎(surbd),սրբերդ ‎(srberd)
dative,սրբիդ ‎(srbid),սրբերիդ ‎(srberid)
ablative,սրբիցդ ‎(srbicʿd),սրբերիցդ ‎(srbericʿd)
instrumental,սրբովդ ‎(srbovd),սրբերովդ ‎(srberovd)
locative,սրբումդ ‎(srbumd),սրբերումդ ‎(srberumd)
,singular,plural
nominative,սուրբ ‎(surb),սուրբեր ‎(surber)
dative,սուրբի ‎(surbi),սուրբերի ‎(surberi)
ablative,սուրբից ‎(surbicʿ),սուրբերից ‎(surbericʿ)
instrumental,սուրբով ‎(surbov),սուրբերով ‎(surberov)
locative,սուրբում ‎(surbum),սուրբերում ‎(surberum)
,definite forms,
nominative,սուրբը/սուրբն ‎(surbə/surbn),սուրբերը/սուրբերն ‎(surberə/surbern)
dative,սուրբին ‎(surbin),սուրբերին ‎(surberin)
,1st person possessive forms (my),
nominative,սուրբս ‎(surbs),սուրբերս ‎(surbers)
dative,սուրբիս ‎(surbis),սուրբերիս ‎(surberis)
ablative,սուրբիցս ‎(surbicʿs),սուրբերիցս ‎(surbericʿs)
instrumental,սուրբովս ‎(surbovs),սուրբերովս ‎(surberovs)
locative,սուրբումս ‎(surbums),սուրբերումս ‎(surberums)
,2nd person possessive forms (your),
nominative,սուրբդ ‎(surbd),սուրբերդ ‎(surberd)
dative,սուրբիդ ‎(surbid),սուրբերիդ ‎(surberid)
ablative,սուրբիցդ ‎(surbicʿd),սուրբերիցդ ‎(surbericʿd)
instrumental,սուրբովդ ‎(surbovd),սուրբերովդ ‎(surberovd)
locative,սուրբումդ ‎(surbumd),սուրբերումդ ‎(surberumd)
,singular,plural
nominative,սուրբ ‎(surb),սրբեր ‎(srber)
dative,սրբի ‎(srbi),սրբերի ‎(srberi)
ablative,սրբից ‎(srbicʿ),սրբերից ‎(srbericʿ)
instrumental,սրբով ‎(srbov),սրբերով ‎(srberov)
locative,—,—
,definite forms,
nominative,սուրբը/սուրբն ‎(surbə/surbn),սրբերը/սրբերն ‎(srberə/srbern)
dative,սրբին ‎(srbin),սրբերին ‎(srberin)
,1st person possessive forms (my),
nominative,սուրբս ‎(surbs),սրբերս ‎(srbers)
dative,սրբիս ‎(srbis),սրբերիս ‎(srberis)
ablative,սրբիցս ‎(srbicʿs),սրբերիցս ‎(srbericʿs)
instrumental,սրբովս ‎(srbovs),սրբերովս ‎(srberovs)
locative,—,—
,2nd person possessive forms (your),
nominative,սուրբդ ‎(surbd),սրբերդ ‎(srberd)
dative,սրբիդ ‎(srbid),սրբերիդ ‎(srberid)
ablative,սրբիցդ ‎(srbicʿd),սրբերիցդ ‎(srbericʿd)
instrumental,սրբովդ ‎(srbovd),սրբերովդ ‎(srberovd)
locative,—,—
,singular,plural
nominative,սուրբ ‎(surb),սուրբեր ‎(surber)
dative,սուրբի ‎(surbi),սուրբերի ‎(surberi)
ablative,սուրբից ‎(surbicʿ),սուրբերից ‎(surbericʿ)
instrumental,սուրբով ‎(surbov),սուրբերով ‎(surberov)
locative,—,—
,definite forms,
nominative,սուրբը/սուրբն ‎(surbə/surbn),սուրբերը/սուրբերն ‎(surberə/surbern)
dative,սուրբին ‎(surbin),սուրբերին ‎(surberin)
,1st person possessive forms (my),
nominative,սուրբս ‎(surbs),սուրբերս ‎(surbers)
dative,սուրբիս ‎(surbis),սուրբերիս ‎(surberis)
ablative,սուրբիցս ‎(surbicʿs),սուրբերիցս ‎(surbericʿs)
instrumental,սուրբովս ‎(surbovs),սուրբերովս ‎(surberovs)
locative,—,—
,2nd person possessive forms (your),
nominative,սուրբդ ‎(surbd),սուրբերդ ‎(surberd)
dative,սուրբիդ ‎(surbid),սուրբերիդ ‎(surberid)
ablative,սուրբիցդ ‎(surbicʿd),սուրբերիցդ ‎(surbericʿd)
instrumental,սուրբովդ ‎(surbovd),սուրբերովդ ‎(surberovd)
locative,—,—
