0,1,2,3,4,5,6,7
,singular (vienaskaita),,plural (daugiskaita),,,,
1st person (pirmasis asmuo),2nd person (antrasis asmuo),3rd person (trečiasis asmuo),1st person (pirmasis asmuo),2nd person (antrasis asmuo),3rd person (trečiasis asmuo),,
,aš,tu,jis/ji,mes,jūs,jie/jos,
indicative (tiesioginė nuosaka),present (esamasis laikas),galiu,gali,gali,"galime, galim","galite, galit",gali
past (būtasis kartinis laikas),galėjau,galėjai,galėjo,"galėjome, galėjom","galėjote, galėjot",galėjo,
past frequentative (būtasis dažninis laikas),galėdavau,galėdavai,galėdavo,"galėdavome, galėdavom","galėdavote, galėdavot",galėdavo,
future (būsimasis laikas),galėsiu,galėsi,galės,"galėsime, galėsim","galėsite, galėsit",galės,
subjunctive (tariamoji nuosaka),galėčiau,"galėtum, galėtumei",galėtų,"galėtumėme, galėtumėm, galėtume","galėtumėte, galėtumėt",galėtų,
imperative (liepiamoji nuosaka),—,"galėk, galėki","tegali, tegalie","galėkime, galėkim","galėkite, galėkit","tegali, tegalie",
,active,passive,,,,,
present,"galįs, galintis",galimas,,,,,
past,galėjęs,galėtas,,,,,
past frequentative,galėdavęs,—,,,,,
future,"galėsiąs, galėsiantis",galėsimas,,,,,
,,,,,,,
participle of necessity,—,galėtinas,,,,,
,active,,,,,,
special adverbial participle,galėdamas,,,,,,
,active,,,,,,
present adverbial,galint,,,,,,
past adverbial,galėjus,,,,,,
past frequentative adverbial,galėdavus,,,,,,
future adverbial,galėsiant,,,,,,
,,,,,,,
manner of action participle,"galėte, galėtinai",,,,,,
apgalėti  apsigalėti  įgalėti  įsigalėti  išgalėti  išsigalėti  nugalėti  nusigalėti  pagalėti  pasigalėti,,pergalėti  pragalėti  prasigalėti  prigalėti  sugalėti  užgalėti  užsigalėti,,,,,
apgalėjimas  apsigalėjimas  įgalėjimas  įsigalėjimas  išgalėjimas  išsigalėjimas,,nugalėjimas  pagalėjimas  pergalėjimas  persigalėjimas,,,,,
