0,1,2,3,4
,masculine,,feminine,
singular,plural,singular,plural,
nominative,sužvėrėjęs,sužvėrėję,sužvėrėjusi,sužvėrėjusios
genitive,sužvėrėjusio,sužvėrėjusių,sužvėrėjusios,sužvėrėjusių
dative,sužvėrėjusiam,sužvėrėjusiems,sužvėrėjusiai,sužvėrėjusioms
accusative,sužvėrėjusį,sužvėrėjusius,sužvėrėjusią,sužvėrėjusias
instrumental,sužvėrėjusiu,sužvėrėjusiais,sužvėrėjusia,sužvėrėjusiomis
locative,sužvėrėjusiame,sužvėrėjusiuose,sužvėrėjusioje,sužvėrėjusiose
vocative,sužvėrėjęs,sužvėrėję,sužvėrėjusi,sužvėrėjusios
,masculine,,feminine,
singular,plural,singular,plural,
nominative,sužvėrėjusysis,sužvėrėjusieji,sužvėrėjusioji,sužvėrėjusiosios
genitive,sužvėrėjusiojo,sužvėrėjusiųjų,sužvėrėjusiosios,sužvėrėjusiųjų
dative,sužvėrėjusiajam,sužvėrėjusiesiems,sužvėrėjusiajai,sužvėrėjusiosioms
accusative,sužvėrėjusįjį,sužvėrėjusiuosius,sužvėrėjusiąją,sužvėrėjusiąsias
instrumental,sužvėrėjusiuoju,sužvėrėjusiaisiais,sužvėrėjusiąja,sužvėrėjusiosiomis
locative,sužvėrėjusiajame,sužvėrėjusiuosiuose,sužvėrėjusiojoje,sužvėrėjusiosiose
vocative,sužvėrėjusysis,sužvėrėjusieji,sužvėrėjusioji,sužvėrėjusiosios
