0,1,2,3,4
,masculine,,feminine,
singular,plural,singular,plural,
nominative,tatuiruotinas,tatuiruotini,tatuiruotina,tatuiruotinos
genitive,tatuiruotino,tatuiruotinų,tatuiruotinos,tatuiruotinų
dative,tatuiruotinam,tatuiruotiniems,tatuiruotinai,tatuiruotinoms
accusative,tatuiruotiną,tatuiruotinus,tatuiruotiną,tatuiruotinas
instrumental,tatuiruotinu,tatuiruotinais,tatuiruotina,tatuiruotinomis
locative,tatuiruotiname,tatuiruotinuose,tatuiruotinoje,tatuiruotinose
vocative,tatuiruotinas,tatuiruotini,tatuiruotina,tatuiruotinos
,masculine,,feminine,
singular,plural,singular,plural,
nominative,tatuiruotinasis,tatuiruotinieji,tatuiruotinoji,tatuiruotinosios
genitive,tatuiruotinojo,tatuiruotinųjų,tatuiruotinosios,tatuiruotinųjų
dative,tatuiruotinajam,tatuiruotiniesiems,tatuiruotinajai,tatuiruotinosioms
accusative,tatuiruotinąjį,tatuiruotinuosius,tatuiruotinąją,tatuiruotinąsias
instrumental,tatuiruotinuoju,tatuiruotinaisiais,tatuiruotinąja,tatuiruotinosiomis
locative,tatuiruotinajame,tatuiruotinuosiuose,tatuiruotinojoje,tatuiruotinosiose
vocative,tatuiruotinasis,tatuiruotinieji,tatuiruotinoji,tatuiruotinosios
