0,1,2,3,4,5,6,7
,singular (vienaskaita),,plural (daugiskaita),,,,
1st person (pirmasis asmuo),2nd person (antrasis asmuo),3rd person (trečiasis asmuo),1st person (pirmasis asmuo),2nd person (antrasis asmuo),3rd person (trečiasis asmuo),,
,aš,tu,jis/ji,mes,jūs,jie/jos,
indicative (tiesioginė nuosaka),present (esamasis laikas),glamonėju,glamonėji,glamonėja,"glamonėjame, glamonėjam","glamonėjate, glamonėjat",glamonėja
past (būtasis kartinis laikas),glamonėjau,glamonėjai,glamonėjo,"glamonėjome, glamonėjom","glamonėjote, glamonėjot",glamonėjo,
past frequentative (būtasis dažninis laikas),glamonėdavau,glamonėdavai,glamonėdavo,"glamonėdavome, glamonėdavom","glamonėdavote, glamonėdavot",glamonėdavo,
future (būsimasis laikas),glamonėsiu,glamonėsi,glamonės,"glamonėsime, glamonėsim","glamonėsite, glamonėsit",glamonės,
subjunctive (tariamoji nuosaka),glamonėčiau,"glamonėtum, glamonėtumei",glamonėtų,"glamonėtumėme, glamonėtumėm, glamonėtume","glamonėtumėte, glamonėtumėt",glamonėtų,
imperative (liepiamoji nuosaka),—,"glamonėk, glamonėki","teglamonėja, teglamonėjie","glamonėkime, glamonėkim","glamonėkite, glamonėkit","teglamonėja, teglamonėjie",
,active,passive,,,,,
present,"glamonėjąs, glamonėjantis",glamonėjamas,,,,,
past,glamonėjęs,glamonėtas,,,,,
past frequentative,glamonėdavęs,—,,,,,
future,"glamonėsiąs, glamonėsiantis",glamonėsimas,,,,,
,,,,,,,
participle of necessity,—,glamonėtinas,,,,,
,active,,,,,,
special adverbial participle,glamonėdamas,,,,,,
,active,,,,,,
present adverbial,glamonėjant,,,,,,
past adverbial,glamonėjus,,,,,,
past frequentative adverbial,glamonėdavus,,,,,,
future adverbial,glamonėsiant,,,,,,
,,,,,,,
manner of action participle,"glamonėte, glamonėtinai",,,,,,
