0,1,2,3,4,5
,singular (vienaskaita),plural (daugiskaita),,,
nominative (vardininkas),bókštas,bókštai,,,
genitive (kilmininkas),bókšto,bókštų,,,
dative (naudininkas),bókštui,bókštams,,,
accusative (galininkas),bókštą,bókštus,,,
instrumental (įnagininkas),bókštu,bókštais,,,
locative (vietininkas),bókšte,bókštuose,,,
vocative (šauksmininkas),bókšte,bókštai,,,
Chess pieces in Lithuanian · ? (layout · text),,,,,
,,,,,
karalius,valdovė,bókštas,rikis,žirgas,pėstininkas
