0,1,2,3,4,5
neuter,lietuviška,,,,
,,,,,
,masculine,,feminine,,
singular,plural,singular,plural,,
nominative,lietuviškas,lietuviški,lietuviška,lietuviškos,
genitive,lietuviško,lietuviškų,lietuviškos,lietuviškų,
dative,lietuviškam,lietuviškiems,lietuviškai,lietuviškoms,
accusative,lietuvišką,lietuviškus,lietuvišką,lietuviškas,
instrumental,lietuvišku,lietuviškais,lietuviška,lietuviškomis,
locative,lietuviškame,lietuviškuose,lietuviškoje,lietuviškose,
vocative,lietuviškas,lietuviški,lietuviška,lietuviškos,
,masculine,,feminine,,
singular,plural,singular,plural,,
nominative,lietuviškasis,lietuviškieji,lietuviškoji,lietuviškosios,
genitive,lietuviškojo,lietuviškųjų,lietuviškosios,lietuviškųjų,
dative,lietuviškajam,lietuviškiesiems,lietuviškajai,lietuviškosioms,
accusative,lietuviškąjį,lietuviškuosius,lietuviškąją,lietuviškąsias,
instrumental,lietuviškuoju,lietuviškaisiais,lietuviškąja,lietuviškosiomis,
locative,lietuviškajame,lietuviškuosiuose,lietuviškojoje,lietuviškosiose,
vocative,lietuviškasis,lietuviškieji,lietuviškoji,lietuviškosios,
non-pronominal forms (neįvardžiuotinės formos),masculine (vyriškoji giminė),,feminine (moteriškoji giminė),,
singular (vienaskaita),plural (daugiskaita),singular (vienaskaita),plural (daugiskaita),,
positive degree (nelyginamasis laipsnis) neuter (bevardė giminė): lietuviška,nominative (vardininkas),lietuviškas,lietuviški,lietuviška,lietuviškos
genitive (kilmininkas),lietuviško,lietuviškų,lietuviškos,lietuviškų,
dative (naudininkas),lietuviškam,lietuviškiems,lietuviškai,lietuviškoms,
accusative (galininkas),lietuvišką,lietuviškus,lietuvišką,lietuviškas,
instrumental (įnagininkas),lietuvišku,lietuviškais,lietuviška,lietuviškomis,
locative (vietininkas),lietuviškame,lietuviškuose,lietuviškoje,lietuviškose,
vocative (šauksmininkas),lietuviškas,lietuviški,lietuviška,lietuviškos,
,,,,,
comparative degree (aukštesnysis laipsnis) neuter (bevardė giminė): lietuviškiau,nominative (vardininkas),lietuviškesnis,lietuviškesni,lietuviškesnė,lietuviškesnės
genitive (kilmininkas),lietuviškesnio,lietuviškesnių,lietuviškesnės,lietuviškesnių,
dative (naudininkas),lietuviškesniam,lietuviškesniems,lietuviškesnei,lietuviškesnėms,
accusative (galininkas),lietuviškesnį,lietuviškesnius,lietuviškesnę,lietuviškesnes,
instrumental (įnagininkas),lietuviškesniu,lietuviškesniais,lietuviškesne,lietuviškesnėmis,
locative (vietininkas),lietuviškesniame,lietuviškesniuose,lietuviškesnėje,lietuviškesnėse,
,,,,,
superlative degree (aukščiausiasis laipsnis) neuter (bevardė giminė): lietuviškiausia,nominative (vardininkas),lietuviškiausias,lietuviškiausi,lietuviškiausia,lietuviškiausios
genitive (kilmininkas),lietuviškiausio,lietuviškiausių,lietuviškiausios,lietuviškiausių,
dative (naudininkas),lietuviškiausiam,lietuviškiausiems,lietuviškiausiai,lietuviškiausioms,
accusative (galininkas),lietuviškiausią,lietuviškiausius,lietuviškiausią,lietuviškiausias,
instrumental (įnagininkas),lietuviškiausiu,lietuviškiausiais,lietuviškiausia,lietuviškiausiomis,
locative (vietininkas),lietuviškiausiame,lietuviškiausiuose,lietuviškiausioje,lietuviškiausiose,
pronominal forms (įvardžiuotinės formos),masculine (vyriškoji giminė),,feminine (moteriškoji giminė),,
singular (vienaskaita),plural (daugiskaita),singular (vienaskaita),plural (daugiskaita),,
positive degree (nelyginamasis laipsnis),nominative (vardininkas),lietuviškasis,lietuviškieji,lietuviškoji,lietuviškosios
genitive (kilmininkas),lietuviškojo,lietuviškųjų,lietuviškosios,lietuviškųjų,
dative (naudininkas),lietuviškajam,lietuviškiesiems,lietuviškajai,lietuviškosioms,
accusative (galininkas),lietuviškąjį,lietuviškuosius,lietuviškąją,lietuviškąsias,
instrumental (įnagininkas),lietuviškuoju,lietuviškaisiais,lietuviškąja,lietuviškosiomis,
locative (vietininkas),lietuviškajame,lietuviškuosiuose,lietuviškojoje,lietuviškosiose,
vocative (šauksmininkas),lietuviškasis,lietuviškieji,lietuviškoji,lietuviškosios,
,,,,,
comparative degree (aukštesnysis laipsnis),nominative (vardininkas),lietuviškesnysis,lietuviškesnieji,lietuviškesnioji,lietuviškesniosios
genitive (kilmininkas),lietuviškesniojo,lietuviškesniųjų,lietuviškesniosios,lietuviškesniųjų,
dative (naudininkas),lietuviškesniajam,lietuviškesniesiems,lietuviškesniajai,lietuviškesniosioms,
accusative (galininkas),lietuviškesnįjį,lietuviškesniuosius,lietuviškesniąją,lietuviškesniąsias,
instrumental (įnagininkas),lietuviškesniuoju,lietuviškesniaisiais,lietuviškesniąja,lietuviškesniosiomis,
locative (vietininkas),lietuviškesniajame,lietuviškesniuosiuose,lietuviškesniojoje,lietuviškesniosiose,
,,,,,
superlative degree (aukščiausiasis laipsnis),nominative (vardininkas),lietuviškiausiasis,lietuviškiausieji,lietuviškiausioji,lietuviškiausiosios
genitive (kilmininkas),lietuviškiausiojo,lietuviškiausiųjų,lietuviškiausiosios,lietuviškiausiųjų,
dative (naudininkas),lietuviškiausiajam,lietuviškiausiesiems,lietuviškiausiajai,lietuviškiausiosioms,
accusative (galininkas),lietuviškiausiąjį,lietuviškiausiuosius,lietuviškiausiąją,lietuviškiausiąsias,
instrumental (įnagininkas),lietuviškiausiuoju,lietuviškiausiaisiais,lietuviškiausiąja,lietuviškiausiosiomis,
locative (vietininkas),lietuviškiausiajame,lietuviškiausiuosiuose,lietuviškiausiojoje,lietuviškiausiosiose,
