0,1,2,3,4,5,6,7
,singular (vienaskaita),,plural (daugiskaita),,,,
1st person (pirmasis asmuo),2nd person (antrasis asmuo),3rd person (trečiasis asmuo),1st person (pirmasis asmuo),2nd person (antrasis asmuo),3rd person (trečiasis asmuo),,
,aš,tu,jis/ji,mes,jūs,jie/jos,
indicative (tiesioginė nuosaka),present (esamasis laikas),skystu,skysti,skysta,"skystame, skystam","skystate, skystat",skysta
past (būtasis kartinis laikas),skydau,skydai,skydo,"skydome, skydom","skydote, skydot",skydo,
past frequentative (būtasis dažninis laikas),skysdavau,skysdavai,skysdavo,"skysdavome, skysdavom","skysdavote, skysdavot",skysdavo,
future (būsimasis laikas),skysiu,skysi,skys,"skysime, skysim","skysite, skysit",skys,
subjunctive (tariamoji nuosaka),skysčiau,"skystum, skystumei",skystų,"skystumėme, skystumėm, skystume","skystumėte, skystumėt",skystų,
imperative (liepiamoji nuosaka),—,"skysk, skyski","teskysta, teskystie","skyskime, skyskim","skyskite, skyskit","teskysta, teskystie",
,active,passive,,,,,
present,"skystąs, skystantis",skystamas,,,,,
past,skydęs,skystas,,,,,
past frequentative,skysdavęs,—,,,,,
future,"skysiąs, skysiantis",skysimas,,,,,
,,,,,,,
participle of necessity,—,skystinas,,,,,
,active,,,,,,
special adverbial participle,skysdamas,,,,,,
,active,,,,,,
present adverbial,skystant,,,,,,
past adverbial,skydus,,,,,,
past frequentative adverbial,skysdavus,,,,,,
future adverbial,skysiant,,,,,,
,,,,,,,
manner of action participle,"skyste, skystinai",,,,,,
apskysti  atskysti  įskysti  išskysti  nuskysti  paskysti,,perskysti  praskysti  priskysti  razskysti  suskysti,,,,,
