0,1,2,3,4,5
non-pronominal forms (neįvardžiuotinės formos),masculine (vyriškoji giminė),,feminine (moteriškoji giminė),,
singular (vienaskaita),plural (daugiskaita),singular (vienaskaita),plural (daugiskaita),,
positive degree (nelyginamasis laipsnis) neuter (bevardė giminė): gilu,nominative (vardininkas),ADJ;NOM;SG;MASC;POS,ADJ;NOM;PL;MASC;POS,ADJ;NOM;SG;FEM;POS,ADJ;NOM;PL;FEM;POS
genitive (kilmininkas),ADJ;GEN;SG;MASC;POS,ADJ;GEN;PL;MASC;POS,ADJ;GEN;SG;FEM;POS,ADJ;GEN;PL;FEM;POS,
dative (naudininkas),ADJ;DAT;SG;MASC;POS,ADJ;DAT;PL;MASC;POS,ADJ;DAT;SG;FEM;POS,ADJ;DAT;PL;FEM;POS,
accusative (galininkas),ADJ;ACC;SG;MASC;POS,ADJ;ACC;PL;MASC;POS,ADJ;ACC;SG;FEM;POS,ADJ;ACC;PL;FEM;POS,
instrumental (įnagininkas),ADJ;INST;SG;MASC;POS,ADJ;INST;PL;MASC;POS,ADJ;INST;SG;FEM;POS,ADJ;INST;PL;FEM;POS,
locative (vietininkas),ADJ;LOC;SG;MASC;POS,ADJ;LOC;PL;MASC;POS,ADJ;LOC;SG;FEM;POS,ADJ;LOC;PL;FEM;POS,
vocative (šauksmininkas),ADJ;VOC;SG;MASC;POS,ADJ;VOC;PL;MASC;POS,ADJ;VOC;SG;FEM;POS,ADJ;VOC;PL;FEM;POS,
,,,,,
comparative degree (aukštesnysis laipsnis) neuter (bevardė giminė): giliau,nominative (vardininkas),ADJ;NOM;SG;MASC;CMPR,ADJ;NOM;PL;MASC;CMPR,ADJ;NOM;SG;FEM;CMPR,ADJ;NOM;PL;FEM;CMPR
genitive (kilmininkas),ADJ;GEN;SG;MASC;CMPR,ADJ;GEN;PL;MASC;CMPR,ADJ;GEN;SG;FEM;CMPR,ADJ;GEN;PL;FEM;CMPR,
dative (naudininkas),ADJ;DAT;SG;MASC;CMPR,ADJ;DAT;PL;MASC;CMPR,ADJ;DAT;SG;FEM;CMPR,ADJ;DAT;PL;FEM;CMPR,
accusative (galininkas),ADJ;ACC;SG;MASC;CMPR,ADJ;ACC;PL;MASC;CMPR,ADJ;ACC;SG;FEM;CMPR,ADJ;ACC;PL;FEM;CMPR,
instrumental (įnagininkas),ADJ;INST;SG;MASC;CMPR,ADJ;INST;PL;MASC;CMPR,ADJ;INST;SG;FEM;CMPR,ADJ;INST;PL;FEM;CMPR,
locative (vietininkas),ADJ;LOC;SG;MASC;CMPR,ADJ;LOC;PL;MASC;CMPR,ADJ;LOC;SG;FEM;CMPR,ADJ;LOC;PL;FEM;CMPR,
,,,,,
superlative degree (aukščiausiasis laipsnis) neuter (bevardė giminė): giliausia,nominative (vardininkas),ADJ;NOM;SG;MASC;SPRL,ADJ;NOM;PL;MASC;SPRL,ADJ;NOM;SG;FEM;SPRL,ADJ;NOM;PL;FEM;SPRL
genitive (kilmininkas),ADJ;GEN;SG;MASC;SPRL,ADJ;GEN;PL;MASC;SPRL,ADJ;GEN;SG;FEM;SPRL,ADJ;GEN;PL;FEM;SPRL,
dative (naudininkas),ADJ;DAT;SG;MASC;SPRL,ADJ;DAT;PL;MASC;SPRL,ADJ;DAT;SG;FEM;SPRL,ADJ;DAT;PL;FEM;SPRL,
accusative (galininkas),ADJ;ACC;SG;MASC;SPRL,ADJ;ACC;PL;MASC;SPRL,ADJ;ACC;SG;FEM;SPRL,ADJ;ACC;PL;FEM;SPRL,
instrumental (įnagininkas),ADJ;INST;SG;MASC;SPRL,ADJ;INST;PL;MASC;SPRL,ADJ;INST;SG;FEM;SPRL,ADJ;INST;PL;FEM;SPRL,
locative (vietininkas),ADJ;LOC;SG;MASC;SPRL,ADJ;LOC;PL;MASC;SPRL,ADJ;LOC;SG;FEM;SPRL,ADJ;LOC;PL;FEM;SPRL,
pronominal forms (įvardžiuotinės formos),masculine (vyriškoji giminė),,feminine (moteriškoji giminė),,
singular (vienaskaita),plural (daugiskaita),singular (vienaskaita),plural (daugiskaita),,
positive degree (nelyginamasis laipsnis),nominative (vardininkas),gilusis,gilieji,gilioji,giliosios
genitive (kilmininkas),giliojo,giliųjų,giliosios,giliųjų,
dative (naudininkas),giliajam,giliesiems,giliajai,giliosioms,
accusative (galininkas),gilųjį,giliuosius,giliąją,giliąsias,
instrumental (įnagininkas),giliuoju,giliaisiais,giliąja,giliosiomis,
locative (vietininkas),giliajame,giliuosiuose,giliojoje,giliosiose,
vocative (šauksmininkas),gilusis,gilieji,gilioji,giliosios,
,,,,,
comparative degree (aukštesnysis laipsnis),nominative (vardininkas),gilesnysis,gilesnieji,gilesnioji,gilesniosios
genitive (kilmininkas),gilesniojo,gilesniųjų,gilesniosios,gilesniųjų,
dative (naudininkas),gilesniajam,gilesniesiems,gilesniajai,gilesniosioms,
accusative (galininkas),gilesnįjį,gilesniuosius,gilesniąją,gilesniąsias,
instrumental (įnagininkas),gilesniuoju,gilesniaisiais,gilesniąja,gilesniosiomis,
locative (vietininkas),gilesniajame,gilesniuosiuose,gilesniojoje,gilesniosiose,
,,,,,
superlative degree (aukščiausiasis laipsnis),nominative (vardininkas),giliausiasis,giliausieji,giliausioji,giliausiosios
genitive (kilmininkas),giliausiojo,giliausiųjų,giliausiosios,giliausiųjų,
dative (naudininkas),giliausiajam,giliausiesiems,giliausiajai,giliausiosioms,
accusative (galininkas),giliausiąjį,giliausiuosius,giliausiąją,giliausiąsias,
instrumental (įnagininkas),giliausiuoju,giliausiaisiais,giliausiąja,giliausiosiomis,
locative (vietininkas),giliausiajame,giliausiuosiuose,giliausiojoje,giliausiosiose,
