0,1,2,3,4,5,6,7
PIE root,,,,,,,
*gʷerh₃-,,,,,,,
,singular (vienaskaita),,plural (daugiskaita),,,,
1st person (pirmasis asmuo),2nd person (antrasis asmuo),3rd person (trečiasis asmuo),1st person (pirmasis asmuo),2nd person (antrasis asmuo),3rd person (trečiasis asmuo),,
,aš,tu,jis/ji,mes,jūs,jie/jos,
indicative (tiesioginė nuosaka),present (esamasis laikas),geriù,gerì,gẽria,"gẽriame, gẽriam","gẽriate, gẽriat",gẽria
past (būtasis kartinis laikas),gė́riau,gė́rei,gė́rė,"gė́rėme, gẽriom","gė́rėte, gẽriot",gė́rė,
past frequentative (būtasis dažninis laikas),gérdavau,gérdavai,gérdavo,"gérdavome, gérdavom","gérdavote, gérdavot",gérdavo,
future (būsimasis laikas),gérsiu,gérsi,gérs,"gérsime, gérsim","gérsite, gérsit",gérs,
subjunctive (tariamoji nuosaka),gérčiau,gértum,gértų,"gértumėme, gértumėm, gértume","gértumėte, gértumėt",gértų,
imperative (liepiamoji nuosaka),—,"gérk, gérki",tegẽria,"gérkime, gérkim","gérkite, gérkit",tegẽria,
,active,passive,,,,,
present,"gẽriąs, gẽriantis",gẽriamas,,,,,
past,gė́ręs,gértas,,,,,
past frequentative,gérdavęs,—,,,,,
future,"gérsiąs, gérsiantis",gérsimas,,,,,
,,,,,,,
participle of necessity,—,gértinas,,,,,
,active,,,,,,
special adverbial participle,gérdamas,,,,,,
,active,,,,,,
present adverbial,gẽriant,,,,,,
past adverbial,gė́rus,,,,,,
past frequentative adverbial,gérdavus,,,,,,
future adverbial,gérsiant,,,,,,
,,,,,,,
manner of action participle,"gérte, gértinai",,,,,,
"gertis  gerklė  gėrimas  gėrėjas m, gėrėja f",,gėrėtis  gertuvė  gėralas,,,,,
antgerti  apgerti  atgerti  įgerti  išgerti  nugerti  nusigerti,,pagerti  pargerti  pergerti  pragerti  prigerti  sugerti  užgerti,,,,,
