0,1,2,3,4
,singular (vienaskaita),plural (daugiskaita),,
nominative (vardininkas),bal̃nas,balnaĩ,,
genitive (kilmininkas),bal̃no,balnų̃,,
dative (naudininkas),bal̃nui,balnáms,,
accusative (galininkas),bal̃ną,balnùs,,
instrumental (įnagininkas),balnù,balnaĩs,,
locative (vietininkas),balnè,balnuosè,,
vocative (šauksmininkas),bal̃ne,balnaĩ,,
balnoti,,,,
(diminutive) balnelis  balnadirbys m / balnadirbė f  balnakilpė f  balnius m,,,,
neuter,balna,,,
,,,,
,masculine,,feminine,
singular,plural,singular,plural,
nominative,balnas,balni,balna,balnos
genitive,balno,balnų,balnos,balnų
dative,balnam,balniems,balnai,balnoms
accusative,balną,balnus,balną,balnas
instrumental,balnu,balnais,balna,balnomis
locative,balname,balnuose,balnoje,balnose
vocative,balnas,balni,balna,balnos
,masculine,,feminine,
singular,plural,singular,plural,
nominative,balnasis,balnieji,balnoji,balnosios
genitive,balnojo,balnųjų,balnosios,balnųjų
dative,balnajam,balniesiems,balnajai,balnosioms
accusative,balnąjį,balnuosius,balnąją,balnąsias
instrumental,balnuoju,balnaisiais,balnąja,balnosiomis
locative,balnajame,balnuosiuose,balnojoje,balnosiose
vocative,balnasis,balnieji,balnoji,balnosios
baltas,,,,
