0,1,2,3,4,5,6,7
,singular (vienaskaita),,plural (daugiskaita),,,,
1st person (pirmasis asmuo),2nd person (antrasis asmuo),3rd person (trečiasis asmuo),1st person (pirmasis asmuo),2nd person (antrasis asmuo),3rd person (trečiasis asmuo),,
,aš,tu,jis/ji,mes,jūs,jie/jos,
indicative (tiesioginė nuosaka),present (esamasis laikas),V;1;SG;PRS;IND,V;2;SG;PRS;IND,V;3;SG;PRS;IND,V;1;PL;PRS;IND,V;2;PL;PRS;IND,V;3;PL;PRS;IND
past (būtasis kartinis laikas),V;1;SG;PST;IND,V;2;SG;PST;IND,V;3;SG;PST;IND,V;1;PL;PST;IND,V;2;PL;PST;IND,V;3;PL;PST;IND,
past frequentative (būtasis dažninis laikas),V;1;SG;PST;FREQ;IND,V;2;SG;PST;FREQ;IND,V;3;SG;PST;FREQ;IND,V;1;PL;PST;FREQ;IND,V;2;PL;PST;FREQ;IND,V;3;PL;PST;FREQ;IND,
future (būsimasis laikas),V;1;SG;FUT;IND,V;2;SG;FUT;IND,V;3;SG;FUT;IND,V;1;PL;FUT;IND,V;2;PL;FUT;IND,V;3;PL;FUT;IND,
subjunctive (tariamoji nuosaka),V;1;SG;SBJV,V;2;SG;SBJV,V;3;SG;SBJV,V;1;PL;SBJV,V;2;PL;SBJV,V;3;PL;SBJV,
imperative (liepiamoji nuosaka),V;1;SG;IMP,V;2;SG;IMP,V;3;SG;IMP,V;1;PL;IMP,V;2;PL;IMP,V;3;PL;IMP,
,active,passive,,,,,
present,V;V.PTCP;PRS;ACT,V;V.PTCP;PRS;PASS,,,,,
past,V;V.PTCP;PST;ACT,V;V.PTCP;PST;PASS,,,,,
past frequentative,V;V.PTCP;PST;FREQ;ACT,V;V.PTCP;PST;FREQ;PASS,,,,,
future,V;V.PTCP;FUT;ACT,V;V.PTCP;FUT;PASS,,,,,
,,,,,,,
participle of necessity,V;V.PTCP;LGSPEC1;ACT,V;V.PTCP;LGSPEC1;PASS,,,,,
,active,,,,,,
special adverbial participle,V;V.PTCP;ADV;LGSPEC2;ACT,,,,,,
,active,,,,,,
present adverbial,V;V.PTCP;ADV;PRS;ACT,,,,,,
past adverbial,V;V.PTCP;ADV;PST;ACT,,,,,,
past frequentative adverbial,V;V.PTCP;ADV;PST;FREQ;ACT,,,,,,
future adverbial,V;V.PTCP;ADV;FUT;ACT,,,,,,
,,,,,,,
manner of action participle,V;V.PTCP;LGSPEC3,,,,,,
"gobis, gobimas  gobtis, gobimasis  gobėti, gobėtis  gobstyti, gobstytis",,"gobstinėti  gobtuvas, gobtuvės  gobšus, gobus",,,,,
