0,1,2,3
,singular (vienaskaita),plural (daugiskaita),
nominative (vardininkas),žiemà,žiẽmos,
genitive (kilmininkas),žiemõs,žiemų̃,
dative (naudininkas),žiẽmai,žiemóms,
accusative (galininkas),žiẽmą,žiemàs,
instrumental (įnagininkas),žiemà,žiemomìs,
locative (vietininkas),žiemojè,žiemosè,
vocative (šauksmininkas),žiẽma,žiẽmos,
Seasons in Lithuanian · metų laikai (layout · text),,,
pavasaris ‎(“spring”),vasara ‎(“summer”),ruduo ‎(“autumn”),žiema ‎(“winter”)
