0,1,2,3,4,5,6
non-finite forms,infinitive,gerund,present participle,past participle,adjective,adverb
(tö) estósse,'t estósse n,estóssendj,höbbe geestós,"geestósdje, geestósdjer, geestósdjes","geestós, geestósdjelik",
number & tense,verb-second,verb-first,,,,
present,past,subjunctive,present,past,subjunctive,
first person singular,estós,estósdje,estósse,estós,estósdje-n,estósse-n
second person singular,estós,estósdjes,estósse,estós,estósdjes,estósser
third person singular,estós,estósdje,estósse,estós,estósdje,estósser
first person plural,estósse,estósdje,estósse,estóstj,estósdje,estósse
second person plural,"estós, estóstj",estósdje,estósse,"estós, estóstj",estósdje,estóssetj
third person plural,estósse,estósdje,estósse,estósse,estósdje,estósser
other forms,noun,imperative singular impolite,imperative singular polite,imperative dual,imperative plural,inclusive
't geestós n,estós!,"estós, estóstj!",estóssetj!,estóstj!,estóssem,
