0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Bare forms: Case Singular Plural  Nominative  Lochlannach  Lochlannaigh  Vocative  a Lochlannaigh  a Lochlannacha  Genitive  Lochlannaigh  Lochlannach  Dative  Lochlannach  Lochlannaigh,Case,Singular,Plural,Nominative,Lochlannach,Lochlannaigh,Vocative,a Lochlannaigh,a Lochlannacha,Genitive,Lochlannaigh,Lochlannach,Dative,Lochlannach,Lochlannaigh,Forms with the definite article: Case Singular Plural  Nominative  an Lochlannach  na Lochlannaigh  Genitive  an Lochlannaigh  na Lochlannach  Dative  leis an Lochlannach don Lochlannach  leis na Lochlannaigh,Case,Singular,Plural,Nominative,an Lochlannach,na Lochlannaigh,Genitive,an Lochlannaigh,na Lochlannach,Dative,leis an Lochlannach don Lochlannach,leis na Lochlannaigh
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,Lochlannach,Lochlannaigh,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a Lochlannaigh,a Lochlannacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,Lochlannaigh,Lochlannach,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,Lochlannach,Lochlannaigh,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an Lochlannach,na Lochlannaigh,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an Lochlannaigh,na Lochlannach,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an Lochlannach don Lochlannach,leis na Lochlannaigh,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,Lochlannach,Lochlannaigh,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a Lochlannaigh,a Lochlannacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,Lochlannaigh,Lochlannach,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,Lochlannach,Lochlannaigh,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an Lochlannach,na Lochlannaigh,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an Lochlannaigh,na Lochlannach,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an Lochlannach don Lochlannach,leis na Lochlannaigh,,,,,,,,,,,,,,,,,,,,,,,,,,
,Singular,Plural (m/f),,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,Masculine,Feminine,(strong noun),(weak noun),,,,,,,,,,,,,,,,,,,,,,,,
Nominative,Lochlannach,Lochlannach,Lochlannacha,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,Lochlannaigh,Lochlannacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,Lochlannaí,Lochlannacha,Lochlannach,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,Lochlannach,Lochlannach;Lochlannaigh (archaic),Lochlannacha,,,,,,,,,,,,,,,,,,,,,,,,,
Comparative,(not comparable),,,,,,,,,,,,,,,,,,,,,,,,,,,
Superlative,(not comparable),,,,,,,,,,,,,,,,,,,,,,,,,,,
