0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Bare forms Case Singular Plural  Nominative  stéig  stéigeacha  Vocative  a stéig  a stéigeacha  Genitive  stéige  stéigeacha  Dative  stéig  stéigeacha,Case,Singular,Plural,Nominative,stéig,stéigeacha,Vocative,a stéig,a stéigeacha,Genitive,stéige,stéigeacha,Dative,stéig,stéigeacha,Forms with the definite article Case Singular Plural  Nominative  an stéig  na stéigeacha  Genitive  na stéige  na stéigeacha  Dative  leis an stéig don stéig  leis na stéigeacha,Case,Singular,Plural,Nominative,an stéig,na stéigeacha,Genitive,na stéige,na stéigeacha,Dative,leis an stéig don stéig,leis na stéigeacha
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,stéig,stéigeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a stéig,a stéigeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,stéige,stéigeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,stéig,stéigeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an stéig,na stéigeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,na stéige,na stéigeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an stéig don stéig,leis na stéigeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,stéig,stéigeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a stéig,a stéigeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,stéige,stéigeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,stéig,stéigeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an stéig,na stéigeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,na stéige,na stéigeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an stéig don stéig,leis na stéigeacha,,,,,,,,,,,,,,,,,,,,,,,,,,
Bare forms Case Singular Plural  Nominative  stéig  stéigeanna  Vocative  a stéig  a stéigeanna  Genitive  stéige  stéigeanna  Dative  stéig  stéigeanna,Case,Singular,Plural,Nominative,stéig,stéigeanna,Vocative,a stéig,a stéigeanna,Genitive,stéige,stéigeanna,Dative,stéig,stéigeanna,Forms with the definite article Case Singular Plural  Nominative  an stéig  na stéigeanna  Genitive  na stéige  na stéigeanna  Dative  leis an stéig don stéig  leis na stéigeanna,Case,Singular,Plural,Nominative,an stéig,na stéigeanna,Genitive,na stéige,na stéigeanna,Dative,leis an stéig don stéig,leis na stéigeanna
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,stéig,stéigeanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a stéig,a stéigeanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,stéige,stéigeanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,stéig,stéigeanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an stéig,na stéigeanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,na stéige,na stéigeanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an stéig don stéig,leis na stéigeanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,stéig,stéigeanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a stéig,a stéigeanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,stéige,stéigeanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,stéig,stéigeanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an stéig,na stéigeanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,na stéige,na stéigeanna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an stéig don stéig,leis na stéigeanna,,,,,,,,,,,,,,,,,,,,,,,,,,
(steak):  stéig chaoldroma ‎(“sirloin-steak”)  stéig easna ‎(“rib-steak”)  stéig gheadáin ‎(“rump-steak”)  stéig mhairteola ‎(“beefsteak”)  stéig mháis ‎(“round steak”),,"(intestine):  an stéig bheag ‎(“the small intestine”)  an stéig mhór ‎(“the large intestine”)  stéigeach ‎(“intestinal”, adj)",,"(strip):  stéig de dhuine ‎(“thin miserable-looking person”)  stéig thalún ‎(“patch of bleak barren land”)  stéigeach m ‎(“bleak barren land”)  stéigiúil ‎(“barren, exposed”, adj)  stéigthe ‎(“thin and miserable”, adj)",,,,,,,,,,,,,,,,,,,,,,,,
