0,1,2,3,4,5,6,7,8
,1st sing.,2d sing.,3d sing.,Passive sing.,,,,
1st pl.,2d pl.,3d pl.,Passive pl.,,,,,
Present indicative,do·biur,·tabur,do·bir,·tabair,do·beir,·tabair,do·berar,·tabarr
do·beram,·taibrem,do·beirid,,do·berat,·taibret,,·tabratar,
Imperfect indicative,,,,,,,do·beirthe,
,,,,do·beirtis,,do·beirtis,,
Preterite,do·biurt,,do·birt,,do·bert,·tubart,do·breth,
,,,,do·bertatar,·tubartatar,do·bretha,,
Perfect,,,,,,,,
,,,,,,,,
Future,do·bér,·tibér,do·bérae,·tibérae,do·béra,,do·bérthar,·tibérthar
,,,,do·bérat,,do·bértar,,
Conditional,do·bérainn,,,,do·bérad,·tibérad,,·tibérthae
do·bérmais,,do·bérthae,,,·tibértais,,·tibértais,
Present subjunctive,,,do·berae,·taibre,do·bera,·taibrea,do·berthar,
,,do·beraid,·taibrid,do·berat,,do·bertar,,
Past subjunctive,,,do·bertha,,do·berad,·taibred,,·tabarthae
,,do·berthae,,,,do·bertais,,
Imperative,,tabair,taibred,tabarr,,,,
taibrem,taibrid,taibred,tabartar,,,,,
Note: only forms actually attested in Old Irish are listed here.,,,,,,,,
,1st sing.,2d sing.,3d sing.,Passive sing.,,,,
1st pl.,2d pl.,3d pl.,Passive pl.,,,,,
Present indicative,,,,,,·tartai,,
,,,,,·tartat,,,
Imperfect indicative,,,,,,,,
,,,,,·tartatais,,,
Preterite,,,,,,,,
,,,,,,,,
Perfect,do·ratus,·tartus,do·ratais,·tartais,do·rat,·tarat,do·ratad,·tartad
do·ratsam,,do·ratsaid,·tartsaid,do·ratsat,·tartsat,do·rata,·tarta,
Future,,,,,,,,
,,,,,,,,
Conditional,,,,,,,,
,,,,,,,,
Present subjunctive,,·tart,,,do·rata,·tarta,do·ratar,·tartar
,·tartam,do·rataid,·tartaid,do·ratat,·tartat,do·rataiter,·tartaiter,
Past subjunctive,,·tartainn,,,,·tartad,,·tartae
,,,,,,,,
Imperative,,,,,,,,
,,,,,,,,
Note: only forms actually attested in Old Irish are listed here.,,,,,,,,
,1st sing.,2d sing.,3d sing.,Passive sing.,,,,
1st pl.,2d pl.,3d pl.,Passive pl.,,,,,
Present indicative,,,do·uccai,,,,,·tucthar
,,,,,,,,
Imperfect indicative,,,,,,,,
,,,,,,,,
Preterite,,,,,,,,
,,,,,,,,
Perfect,do·uccus,,,·tuccais,do·uic,·tuicc,,·tuccad
do·uicsem,·tucsam,,·tucsaid,do·ucsat,·tucsat,,,
Future,,,,,,,,
,,,,,,,,
Conditional,,,,,,,,
,,,,,,,,
Present subjunctive,,·tuc,,,,·tucca,,·tucthar
,·tuccam,,,,,,·tuccatar,
Past subjunctive,,·tuccainn,,,,·tuccad,,·tucthae
,,,,,·tuctais,,,
Imperative,,tuic,,,,,,
,tucaid,,,,,,,
Note: only forms actually attested in Old Irish are listed here.,,,,,,,,
Old Irish mutation,,,,,,,,
Radical,Lenition,Nasalization,,,,,,
do·beir,do·beirpronounced with /-v(ʲ)-/,do·mbeir,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,
