0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Bare forms Case Singular Plural  Nominative  cnó  cnónna  Vocative  a chnó  a chnónna  Genitive  cnó  cnónna  Dative  cnó  cnónna,Case,Singular,Plural,Nominative,cnó,cnónna,Vocative,a chnó,a chnónna,Genitive,cnó,cnónna,Dative,cnó,cnónna,Forms with the definite article Case Singular Plural  Nominative  an cnó  na cnónna  Genitive  an chnó  na gcnónna  Dative  leis an gcnó don chnó  leis na cnónna,Case,Singular,Plural,Nominative,an cnó,na cnónna,Genitive,an chnó,na gcnónna,Dative,leis an gcnó don chnó,leis na cnónna
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,cnó,cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a chnó,a chnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,cnó,cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,cnó,cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an cnó,na cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an chnó,na gcnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an gcnó don chnó,leis na cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,cnó,cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a chnó,a chnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,cnó,cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,cnó,cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an cnó,na cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an chnó,na gcnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an gcnó don chnó,leis na cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Bare forms Case Singular Plural  Nominative  cnó  cnónna  Vocative  a chnó  a chnónna  Genitive  cnó  cnónna  Dative  cnó  cnónna,Case,Singular,Plural,Nominative,cnó,cnónna,Vocative,a chnó,a chnónna,Genitive,cnó,cnónna,Dative,cnó,cnónna,Forms with the definite article Case Singular Plural  Nominative  an chnó  na cnónna  Genitive  na cnó  na gcnónna  Dative  leis an gcnó don chnó  leis na cnónna,Case,Singular,Plural,Nominative,an chnó,na cnónna,Genitive,na cnó,na gcnónna,Dative,leis an gcnó don chnó,leis na cnónna
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,cnó,cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a chnó,a chnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,cnó,cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,cnó,cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an chnó,na cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,na cnó,na gcnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an gcnó don chnó,leis na cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an chnó,na cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,na cnó,na gcnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an gcnó don chnó,leis na cnónna,,,,,,,,,,,,,,,,,,,,,,,,,,
blaosc cnó f ‎(“nutshell”)  cnó airéice m ‎(“areca-nut”)  cnó arcáin m ‎(“pig-nut”)  cnó beitil m ‎(“betel-nut”)  cnó Brasaíleach m ‎(“Brazil nut”)  cnó caisealta m ‎(“castle-nut”),,"cnó caoch m ‎(“blind nut”)  cnó capaill m ‎(“horse-chestnut”)  cnó cnuasaigh m ‎(“garnered nut; (of person) treasure”)  cnó cócó m ‎(“coconut”)  cnó coill m, cnó gaelach m ‎(“hazel-nut”)  cnó eiteach m ‎(“wing-nut”)",,"cnó francach m, cnó gallda m, gallchnó m ‎(“walnut”)  cnó mogaill m ‎(“clustered nut; (of person) beloved”)  cnó mullaigh m ‎(“topmost nut; (of person) chief, noblest”)  cnó sinséir m ‎(“ginger(bread) nut”)  cnó talún m ‎(“earth-nut”)",,,,,,,,,,,,,,,,,,,,,,,,
Irish mutation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radical,Lenition,Eclipsis,,,,,,,,,,,,,,,,,,,,,,,,,,
cnó,chnó,gcnó,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
