0,1,2,3,4
,Singular,Plural (m/f),,
Positive,Masculine,Feminine,(strong noun),(weak noun)
Nominative,gorm,ghorm,gorma;ghorma²,
Vocative,ghoirm,gorma,,
Genitive,goirme,gorma,gorm,
Dative,gorm;ghorm¹,ghorm;ghoirm (archaic),gorma;ghorma²,
Comparative,níos goirme,,,
Superlative,is goirme,,,
,Singular,Plural (m/f),,
Positive,Masculine,Feminine,(strong noun),(weak noun)
Nominative,gorm,ghorm,gorma;ghorma²,
Vocative,ghuirm,gorma,,
Genitive,guirme,gorma,gorm,
Dative,gorm;ghorm¹,ghorm;ghuirm (archaic),gorma;ghorma²,
Comparative,níos guirme,,,
Superlative,is guirme,,,
"ceannghorm ‎(“blue-headed”)  dícear gorm ‎(“blue duiker”)  dúghorm ‎(“dark blue, navy blue”)  fabhcún gorm, seabhac gorm ‎(“peregrine falcon”)",,"fathach gorm ‎(“blue giant”)  gormghlas, gormuaine ‎(“blue-green”)  méaracán gorm ‎(“harebell”)  ollfhathach gorm ‎(“blue supergiant”)",,scothghorm ‎(“bluish”)  scréachóg ghorm ‎(“blue jay”)  siorc gorm ‎(“blue shark”)  spéirghorm ‎(“sky blue”)
Irish mutation,,,,
Radical,Lenition,Eclipsis,,
gorm,ghorm,ngorm,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,,
