0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Bare forms Case Singular Plural  Nominative  naí  naíonna  Vocative  a naí  a naíonna  Genitive  naí  naíonna  Dative  naí  naíonna,Case,Singular,Plural,Nominative,naí,naíonna,Vocative,a naí,a naíonna,Genitive,naí,naíonna,Dative,naí,naíonna,Forms with the definite article Case Singular Plural  Nominative  an naí  na naíonna  Genitive  an naí  na naíonna  Dative  leis an naí don naí  leis na naíonna,Case,Singular,Plural,Nominative,an naí,na naíonna,Genitive,an naí,na naíonna,Dative,leis an naí don naí,leis na naíonna
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,naí,naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a naí,a naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,naí,naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,naí,naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an naí,na naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an naí,na naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an naí don naí,leis na naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,naí,naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a naí,a naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,naí,naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,naí,naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an naí,na naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,an naí,na naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an naí don naí,leis na naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Bare forms Case Singular Plural  Nominative  naí  naíonna  Vocative  a naí  a naíonna  Genitive  naí  naíonna  Dative  naí  naíonna,Case,Singular,Plural,Nominative,naí,naíonna,Vocative,a naí,a naíonna,Genitive,naí,naíonna,Dative,naí,naíonna,Forms with the definite article Case Singular Plural  Nominative  an naí  na naíonna  Genitive  na naí  na naíonna  Dative  leis an naí don naí  leis na naíonna,Case,Singular,Plural,Nominative,an naí,na naíonna,Genitive,na naí,na naíonna,Dative,leis an naí don naí,leis na naíonna
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,naí,naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Vocative,a naí,a naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,naí,naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,naí,naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an naí,na naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,na naí,na naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an naí don naí,leis na naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Case,Singular,Plural,,,,,,,,,,,,,,,,,,,,,,,,,,
Nominative,an naí,na naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Genitive,na naí,na naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
Dative,leis an naí don naí,leis na naíonna,,,,,,,,,,,,,,,,,,,,,,,,,,
