0,1,2,3,4,5
"Chess pieces in Malay · buah catur (buah + catur), بواه چاتور (بواه + چاتور) (layout · text)",,,,,
,,,,,
"raja, راج",menteriمنتري,"tir, bentengتير, بينتيڠ","gajah,ݢاجه","kuda,کودا","bidak, piadak, pionبيدقڤيادق, ڤيون"
