0,1,2,3,4,5,6,7,8
"applying zawiat to personal pronouns  person  singular  1st  zawiatku  2nd  zawiatmu  3rd  zawiatnya Synonyms  (angle): bucu, ceruk jorong, jokir, pelosok, penjuru, pojok, sudut  (smaller mosque and less role): langgar, surau",person,singular,1st,zawiatku,2nd,zawiatmu,3rd,zawiatnya
person,singular,,,,,,,
1st,zawiatku,,,,,,,
2nd,zawiatmu,,,,,,,
3rd,zawiatnya,,,,,,,
person,singular,,,,,,,
1st,zawiatku,,,,,,,
2nd,zawiatmu,,,,,,,
3rd,zawiatnya,,,,,,,
