0,1,2,3,4,5,6,7
infinitive,empiere,,,,,,
gerund,empiendo,,,,,,
present participle,empiente,,,,,,
past participle,empiuto,,,,,,
person,singular,plural,,,,,
first,second,third,first,second,third,,
indicative,,io,tu,lui/lei,noi,voi,loro
present,empio,empi,empie,empiamo,"empite, empiete",empiono,
imperfect,empivo,empivi,empiva,empivamo,empivate,empivano,
passato remoto,empii or empiei,empisti or empiesti,empì or empié,empiemmo or empimmo,empieste or empiste,empierono or empirono,
future,empirò,empirai,empirà,empiremo,empirete,empiranno,
conditional,empirei,empiresti,empirebbe,empiremmo,empireste,empirebbero,
compoundtenses,passato prossimo,Use the present tense of avere plus the past participle,,,,,
trapassato prossimo,Use the imperfect tense of avere plus the past participle,,,,,,
trapassato remoto,Use the passato remote tense of avere plus the past participle,,,,,,
futuro anteriore,Use the future tense of avere plus the past participle,,,,,,
condizionale passato,Use the conditional tense of avere plus the past participle,,,,,,
subjunctive,,che io,che tu,che lui/che lei,che noi,che voi,che loro
present,empia,empia,empia,empiamo,empiate,empiano,
imperfect,empissi,empissi,empisse,empissimo,empiste,empissero,
imperative,-,tu,lui/lei,noi,voi,loro,
,empi,empia,empiamo,empite,empiano,,
