0,1,2,3,4,5,6,7
Note: Hover mouse over Arabic script for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
کرنا,direct,infinitive,,,,,
کرنے,indirect,,,,,,
Note: Hover mouse over Arabic script for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
کر,تو,singular,,,,,
,,,,,,,
کرو,تم,singular or plural,,,,,
کیجئے,آپ,,,,,,
Note: Hover mouse over Arabic script for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
کر کے,conjunctive,,,,,,
کرنے والا,agentive / prospective,,,,,,
Note: Hover mouse over Arabic for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person*,3rd person,
,,میں,تو,وہ / یہ,ہم,تم,وہ / یہ
habitual,present,کرتا ہوں,کرتا ہے,کرتا ہے,کرتے ہیں,کرتے ہو,کرتے ہیں
past,کرتا تھا,کرتا تھا,کرتا تھا,کرتے تھے,کرتے تھے,کرتے تھے,
subjunctive,کرتا ہوں,کرتا ہو,کرتا ہو,کرتے ہوں,کرتے ہو,کرتے ہوں,
presumptive,کرتا ہوں گا,کرتا ہو گا,کرتا ہو گا,کرتے ہوں گے,کرتے ہو گے,کرتے ہوں گے,
contrafactual,کرتا ہوتا,کرتا ہوتا,کرتا ہوتا,کرتے ہوتے,کرتے ہوتے,کرتے ہوتے,
,,,,,,,
continuous,present,کر رہا ہوں,کر رہا ہے,کر رہا ہے,کر رہے ہیں,کر رہے ہو,کر رہے ہیں
past,کر رہا تھا,کر رہا تھا,کر رہا تھا,کر رہے تھے,کر رہے تھے,کر رہے تھے,
subjunctive,کر رہا ہوں,کر رہا ہو,کر رہا ہو,کر رہے ہوں,کر رہے ہو,کر رہے ہوں,
presumptive,کر رہا ہوں گا,کر رہا ہو گا,کر رہا ہو گا,کر رہے ہوں گے,کر رہے ہو گے,کر رہے ہوں گے,
contrafactual,کر رہا ہوتا,کر رہا ہوتا,کر رہا ہوتا,کر رہے ہوتے,کر رہے ہوتے,کر رہے ہوتے,
,,,,,,,
perfective,present,کیا ہوں,کیا ہے,کیا ہے,کیے ہیں,کیے ہو,کیے ہیں
past,کیا تھا,کیا تھا,کیا تھا,کیے تھے,کیے تھے,کیے تھے,
subjunctive,کیا ہوں,کیا ہو,کیا ہو,کیے ہوں,کیے ہو,کیے ہوں,
presumptive,کیا ہوں گا,کیا ہو گا,کیا ہو گا,کیے ہوں گے,کیے ہو گے,کیے ہوں گے,
contrafactual,کیا ہوتا,کیا ہوتا,کیا ہوتا,کیے ہوتے,کیے ہوتے,کیے ہوتے,
Note: Hover mouse over Arabic for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person*,3rd person,
,,میں,تو,وہ / یہ,ہم,تم,وہ / یہ
habitual,present,کرتی ہوں,کرتی ہے,کرتی ہے,کرتی ہیں,کرتی ہو,کرتی ہیں
past,کرتی تھی,کرتی تھی,کرتی تھی,کرتی تھیں,کرتی تھیں,کرتی تھیں,
subjunctive,کرتی ہوں,کرتی ہو,کرتی ہو,کرتی ہوں,کرتی ہو,کرتی ہوں,
presumptive,کرتی ہوں گی,کرتی ہو گی,کرتی ہو گی,کرتی ہوں گی,کرتی ہو گی,کرتی ہوں گی,
contrafactual,کرتی ہوتی,کرتی ہوتی,کرتی ہوتی,کرتی ہوتی,کرتی ہوتی,کرتی ہوتی,
,,,,,,,
continuous,present,کر رہی ہوں,کر رہی ہے,کر رہی ہے,کر رہی ہیں,کر رہی ہو,کر رہی ہیں
past,کر رہی تھی,کر رہی تھی,کر رہی تھی,کر رہی تھیں,کر رہی تھیں,کر رہی تھیں,
subjunctive,کر رہی ہوں,کر رہی ہو,کر رہی ہو,کر رہی ہوں,کر رہی ہو,کر رہی ہوں,
presumptive,کر رہی ہوں گی,کر رہی ہو گی,کر رہی ہو گی,کر رہی ہوں گی,کر رہی ہو گی,کر رہی ہوں گی,
contrafactual,کر رہی ہوتی,کر رہی ہوتی,کر رہی ہوتی,کر رہی ہوتی,کر رہی ہوتی,کر رہی ہوتی,
,,,,,,,
perfective,present,کیی ہوں,کیی ہے,کیی ہے,کیی ہیں,کیی ہو,کیی ہیں
past,کیی تھی,کیی تھی,کیی تھی,کیی تھیں,کیی تھیں,کیی تھیں,
subjunctive,کیی ہوں,کیی ہو,کیی ہو,کیی ہوں,کیی ہو,کیی ہوں,
presumptive,کیی ہوں گی,کیی ہو گی,کیی ہو گی,کیی ہوں گی,کیی ہو گی,کیی ہوں گی,
contrafactual,کیی ہوتی,کیی ہوتی,کیی ہوتی,کیی ہوتی,کیی ہوتی,کیی ہوتی,
