0,1,2,3,4,5,6,7
Note: Hover mouse over Arabic script for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
ہنسنا,direct,infinitive,,,,,
ہنسنے,indirect,,,,,,
Note: Hover mouse over Arabic script for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
ہنس,تو,singular,,,,,
,,,,,,,
ہنسو,تم,singular or plural,,,,,
ہنسئیے، ہنسئے,آپ,,,,,,
Note: Hover mouse over Arabic script for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
ہنسکر، ہنسکے,conjunctive,,,,,,
ہنسنے والا,agentive / prospective,,,,,,
Note: Hover mouse over Perso-Arabic or dot • for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
,singular,plural,,,,,
masculine,ہنستا •,ہنستے •,,,,,
feminine,ہنستی •,ہنستی •,,,,,
Note: Hover mouse over Perso-Arabic or dot • for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
,singular,plural,,,,,
masculine,ہنسا •,ہنسے •,,,,,
feminine,ہنسی •,ہنسی •,,,,,
Note: Hover mouse over Perso-Arabic or dot • for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
,singular,plural,,,,,
1st person,میں ہنسوں •,ہم ہنسیں •,,,,,
2nd person,تو ہنسے •,تم ہنسو •,,,,,
3rd person,یہ / وہ ہنسے •,یہ / وہ ہنسیں •,,,,,
Note: Hover mouse over Perso-Arabic or dot • for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
,masculine,,feminine,,,,
,singular,plural,singular,plural,,,
1st person,میں ہنسوں گا •,ہم ہنسیں گے •,میں ہنسوں گی •,ہم ہنسیں گی •,,,
2nd person,تو ہنسے گا •,تم ہنسو گے •,تو ہنسے گی •,تم ہنسو گی •,,,
3rd person,یہ / وہ ہنسے گا •,یہ / وہ ہنسیں گے •,یہ / وہ ہنسے گی •,یہ / وہ ہنسیں گی •,,,
Note: Hover mouse over Arabic for Latin-alphabet transliterations.,,,,,,,
,,,,,,,
,singular,plural,,,,,
,1st person,2nd person,3rd person,1st person,2nd person*,3rd person,
,,میں,تو,وہ / یہ,ہم,تم,وہ / یہ
habitual,present,ہنستا ہوں,ہنستا ہے,ہنستا ہے,ہنستے ہیں,ہنستے ہو,ہنستے ہیں
past,ہنستا تھا,ہنستا تھا,ہنستا تھا,ہنستے تھے,ہنستے تھے,ہنستے تھے,
subjunctive,ہنستا ہوں,ہنستا ہو,ہنستا ہو,ہنستے ہوں,ہنستے ہو,ہنستے ہوں,
presumptive,ہنستا ہوں گا,ہنستا ہو گا,ہنستا ہو گا,ہنستے ہوں گے,ہنستے ہو گے,ہنستے ہوں گے,
contrafactual,ہنستا ہوتا,ہنستا ہوتا,ہنستا ہوتا,ہنستے ہوتے,ہنستے ہوتے,ہنستے ہوتے,
,,,,,,,
continuous,present,ہنس رہا ہوں,ہنس رہا ہے,ہنس رہا ہے,ہنس رہے ہیں,ہنس رہے ہو,ہنس رہے ہیں
