0,1,2,3,4
"craobhaidh fuar ‎(“piercingly cold, shiveringly cold”, adjective)  fuarachas m ‎(“coldness”)  fuaragan m ‎(“fan; ventilator”)  fuaraich ‎(“chill, cool”, verb)  fuar-bhodradh m ‎(“benumbing”)  fuar-chasach ‎(“cold-footed”, adjective)",,"fuar-chràbhaiche m ‎(“hypocrite; superstitious person”)  fuar-chrapadh m ‎(“benumbing”)  fuar-chridheach ‎(“cold-hearted, unfeeling”, adjective)  fuar-fhead f ‎(“cold whistling, as of wind”)  fuar-ghreann f ‎(“scowl, cold, shivering look”)  fuar-làrach f ‎(“cold, empty dwelling, house at mealtime without any fire or signs of food”)",,"fuar-leabadh f ‎(“plank on which a dead body is laid”)  fuar-léine f ‎(“shroud”)  fuar-lorg m ‎(“retracing, cold scent”)  fuar-mharbh ‎(“starved with cold; cold in death”, adjective)  fuar-mharbh ‎(“starve with cold”, verb)"
