0,1,2,3
Case,Masculine singular,Feminine singular,Plural
Nominative,gealtach,ghealtach,gealtach
Vocative,ghealtaich,ghealtaich,gealtach
Genitive,ghealtaich,gealtaich,gealtach
Dative,ghealtach,ghealtaich,gealtach
Scottish Gaelic mutation,,,
Radical,Lenition,,
gealtach,ghealtach,,
Note: Some of these forms may be hypothetical. Not everypossible mutated form of every word actually occurs.,,,
